_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,what_is_the_authors_sentiment_feeling_throughout_the_post,clean_tweets,label,what_is_the_authors_sentiment_feeling_throughout_the_post_gold
2693461284,3/20/2020 14:59:54,5532476469,3/20/2020 14:58:26,false,feca,0.4048,45188227,RUS,54,Omsk,81.23.204.106,surprise,/10 Then added ultimate Alternating days…,fear,
2693461285,3/20/2020 13:28:30,5532333106,3/20/2020 13:27:57,false,neodev,0.8,45604336,USA,FL,Saint Petersburg,72.187.235.254,fear,Attack fear today Want condition grow Find way make palms sweat heart race and…,fear,
2693461285,3/20/2020 13:29:05,5532333909,3/20/2020 13:27:56,false,feca,0.7333,45446923,USA,VA,Manassas,172.241.236.126,fear,Attack fear today Want condition grow Find way make palms sweat heart race and…,fear,
2693461285,3/20/2020 13:30:20,5532335639,3/20/2020 13:28:29,false,feca,0.7667,45315255,VEN,26,Catia La Mar,186.14.199.192,fear,Attack fear today Want condition grow Find way make palms sweat heart race and…,fear,
2693461286,3/20/2020 13:28:56,5532333723,3/20/2020 13:27:56,false,clixsense,1.0,45663022,USA,TX,Dallas,96.44.189.50,surprise,amp …,fear,
2693461286,3/20/2020 13:33:40,5532340142,3/20/2020 13:28:49,false,feca,0.8,45233254,VEN,14,Mérida,200.82.210.175,angry,amp …,fear,
2693461286,3/20/2020 14:30:31,5532431491,3/20/2020 14:28:17,false,clixsense,0.5333,43723980,SRB,00,Obrenovac,212.69.30.49,excitement,amp …,fear,
2693461287,3/20/2020 13:39:17,5532348710,3/20/2020 13:35:08,false,feca,0.75,45194293,RUS,53,Novosibirsk,109.237.110.158,angry,make stupid make grease allows society 's wheels run a…,fear,
2693461287,3/20/2020 14:02:48,5532385991,3/20/2020 13:58:24,false,feca,1.0,45613274,MDA,57,Chisinau,92.115.85.203,angry,make stupid make grease allows society 's wheels run a…,fear,
2693461287,3/20/2020 14:07:07,5532396095,3/20/2020 13:58:06,false,clixsense,0.6,44857692,SRB,00,Kragujevac,178.149.18.200,angry,make stupid make grease allows society 's wheels run a…,fear,
2693461288,3/20/2020 13:30:14,5532335486,3/20/2020 13:29:54,false,neodev,1.0,43765666,VEN,07,Valencia,201.243.201.113,pleasant,“ Too many us living dreams living fears. ” Les Brown Seeing talented people give i…,fear,
2693461288,3/20/2020 13:37:16,5532345675,3/20/2020 13:29:55,false,feca,0.7667,45186536,RUS,53,Novosibirsk,109.237.110.158,excitement,“ Too many us living dreams living fears. ” Les Brown Seeing talented people give i…,fear,
2693461288,3/20/2020 15:31:20,5532529961,3/20/2020 15:28:57,false,feca,0.5333,45456415,VEN,15,San Antonio De Los Altos,201.242.149.122,fear,“ Too many us living dreams living fears. ” Les Brown Seeing talented people give i…,fear,
2693461289,3/20/2020 13:28:56,5532333735,3/20/2020 13:28:03,false,feca,1.0,45598522,USA,NY,New York,23.108.24.107,fear,Okay today onward I 'm gon na call office depressing chamber I lit worked alone since last year My colleagu…,fear,
2693461289,3/20/2020 14:06:10,5532394321,3/20/2020 13:58:07,false,feca,0.6667,45353204,MDA,60,Balti,109.185.185.184,angry,Okay today onward I 'm gon na call office depressing chamber I lit worked alone since last year My colleagu…,fear,
2693461289,3/20/2020 14:10:18,5532401286,3/20/2020 13:58:06,false,feca,0.5333,45456415,VEN,15,Santa Teresa,200.93.118.39,angry,Okay today onward I 'm gon na call office depressing chamber I lit worked alone since last year My colleagu…,fear,
2693461290,3/20/2020 13:47:27,5532360888,3/20/2020 13:28:02,false,feca,0.8,45188060,RUS,61,Rostov-na-donu,178.155.5.49,surprise,Which Service Get Steps CK CS…,fear,
2693461290,3/20/2020 13:59:29,5532378980,3/20/2020 13:58:07,false,feca,0.6,45499788,USA,AZ,Chandler,23.83.129.202,surprise,Which Service Get Steps CK CS…,fear,
2693461290,3/20/2020 14:06:10,5532394324,3/20/2020 13:58:07,false,feca,0.6667,45353204,MDA,60,Balti,109.185.185.184,surprise,Which Service Get Steps CK CS…,fear,
2693461291,3/20/2020 14:07:51,5532397370,3/20/2020 14:06:38,false,feca,0.7,45182297,BIH,02,Prijedor,134.90.134.235,surprise,Burgum urges 'facts briefing business civic leaders Mar :26 AM ET,fear,
2693461291,3/20/2020 14:18:10,5532413317,3/20/2020 14:09:35,false,feca,0.6667,45256649,RUS,48,Moscow,109.248.222.37,angry,Burgum urges 'facts briefing business civic leaders Mar :26 AM ET,fear,
2693461292,3/20/2020 13:28:16,5532332696,3/20/2020 13:27:54,false,neodev,0.5667,45215691,VEN,13,Barquisimeto,190.200.178.155,angry,Lets make another greedy person twitter famous 🤬🤬 Taking advantage people ht…,fear,
2693461292,3/20/2020 13:28:54,5532333692,3/20/2020 13:27:56,false,neodev,0.6667,45351611,USA,NJ,Clifton,104.131.176.234,angry,Lets make another greedy person twitter famous 🤬🤬 Taking advantage people ht…,fear,
2693461292,3/20/2020 13:32:40,5532338733,3/20/2020 13:27:54,false,feca,0.6667,45155696,BIH,02,Doboj,62.68.111.6,angry,Lets make another greedy person twitter famous 🤬🤬 Taking advantage people ht…,fear,
